,Unnamed: 0,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS,jc_similarity,path_similarity,cosine_distance
4376,4923,ROAR,lion,652.516129,688.9090909,31,33,1,1,4,15.35,2.89,4.0,3287.33,NN,perceptual property,0.614,0.52,0.16220096,5.752083905,4.02,2.31,4.0,6.0,5528.0,1842.67,NN|VB,0.04641239410022826,0.045454545454545456,0.8948923125863075
4377,4924,ROAST,cats,683.8387097,662.7741934999999,31,31,3,0,4,19.73,3.0,13.0,2330.0,NN,,,,0.056149400999999995,0.062029864000000004,9.78,2.7,5.0,4.0,7580.0,1895.0,NN|VB,0.05582304865043453,0.05263157894736842,0.8862375915050507
4378,4925,ROAST,beef,666.7333332999999,585.75,30,32,1,1,4,19.71,3.0,6.0,725.0,NN|VB,fpa,0.494,0.55,0.0960141,56.78676464,9.78,2.7,5.0,4.0,7580.0,1895.0,NN|VB,0.051312180879089335,0.043478260869565216,0.8024016916751862
4379,4926,ROB,sew,740.25,761.0645161,28,31,4,0,3,5.49,2.45,15.0,1170.0,VB,,,,0.03413694,0.0,3.0,23.29,3.08,15.0,2502.0,1251.0,VB|NN,0.05328651152978068,0.125,1.0159808434545994
4380,4927,ROB,thief,624.28125,691.9333333,32,30,2,1,5,24.27,3.09,1.0,1027.25,NN,functional property,0.07400000000000001,0.33,0.051372574000000004,1.144234385,3.0,23.29,3.08,15.0,2502.0,1251.0,VB|NN,NA,,0.8703605830669403
4381,4928,ROBE,most,656.9354839,744.4,31,30,3,0,4,350.76,4.25,10.0,1791.33,RB|JJ,,,,0.013999593999999999,0.0,8.49,2.64,4.0,9.0,3360.0,1120.0,NN|VB,NA,,1.090851552784443
4382,4929,ROBE,bath,605.21875,628.0322581,32,31,1,1,4,31.12,3.2,11.0,2093.67,NN,bpa,0.18100000000000002,0.2,0.036564739,0.926935388,8.49,2.64,4.0,9.0,3360.0,1120.0,NN|VB,0.05539459788927053,0.1111111111111111,0.9281384572386742
4383,4930,ROCK,bike,623.4482759,661.6774194,29,31,3,0,4,25.88,3.12,9.0,534.67,NN|VB,,,,0.085245178,0.110032975,86.16,3.64,4.0,12.0,3734.0,1244.67,NN|VB,1e-300,0.1,0.8944467380642891
4384,4931,ROCK,stone,688.8275862,655.2580644999999,29,31,1,1,5,40.63,3.32,8.0,2953.0,NN|VB,synonym,0.26899999999999996,0.15,0.261584573,0.479605578,86.16,3.64,4.0,12.0,3734.0,1244.67,NN|VB,1e+300,1.0,0.9627003893256187
4385,4932,ROCKET,sky,611.6363636,609.0625,33,32,2,1,3,44.8,3.36,7.0,159.5,NN,bpa,0.042,0.08,0.082208043,0.378274832,6.0,11.84,2.78,7.0,5986.0,1197.2,NN|VB,0.060163942421047195,0.07692307692307693,0.7984479665756226
4386,4933,ROCKET,healthy,610.375,655.5,32,32,4,0,7,24.75,3.1,1.0,1428.5,JJ,,,,0.056822222,0.036784019,6.0,11.84,2.78,7.0,5986.0,1197.2,NN|VB,NA,,1.0151898404583335
4387,4934,ROCKS,mountain,649.4193548,739.7096774,31,31,2,1,8,35.39,3.26,1.0,2457.71,NN,script,0.087,0.3,0.205831643,0.3104936,5.0,22.88,3.07,5.0,3974.0,993.5,NN|VB,0.062088983035356586,0.14285714285714285,0.9290394484996796
4388,4935,ROCKS,oxygen,715.2666667000001,645.625,30,32,4,0,6,13.88,2.85,0.0,1031.8,NN|JJ,,,,0.011787061000000001,0.0,5.0,22.88,3.07,5.0,3974.0,993.5,NN|VB,0.05933705472150608,0.1111111111111111,1.0180124957114458
4389,4936,ROD,reel,735.1785714,678.92,28,25,1,1,4,3.25,2.22,8.0,2382.0,NN|VB,category,0.27899999999999997,0.04,0.050035672999999996,2.197267521,10.73,2.74,3.0,14.0,2678.0,1339.0,NN,0.06519249928216059,0.125,0.9875941406935453
4390,4937,ROD,novice,811.0,986.44,24,25,3,0,6,0.8,1.62,1.0,1206.2,NN,,,,0.09039559400000001,0.102783134,10.73,2.74,3.0,14.0,2678.0,1339.0,NN,0.05321730959571343,0.1,1.0017369183478877
4391,4940,ROMAN,empire,707.9375,644.34375,32,32,1,1,6,12.67,2.81,2.0,1612.2,NN,fpa,0.456,0.76,0.079348855,3.71404568,10.47,2.73,5.0,1.0,8523.0,2130.75,NN|JJ,0.05627567540897999,0.08333333333333333,0.9254337772727013
4392,4941,ROMAN,tire,624.6451613,751.2258065000001,31,31,3,0,4,12.37,2.8,11.0,3376.0,VB|NN,,,,0.11200041,0.07758205900000001,10.47,2.73,5.0,1.0,8523.0,2130.75,NN|JJ,0.05748182905664733,0.07692307692307693,1.0447366498410702
4393,4942,ROMANCE,center,615.53125,682.6451613,32,31,4,0,6,45.78,3.37,1.0,3804.6,NN|VB,,,,0.034056048,0.04475149,7.0,15.53,2.9,0.0,11553.0,1925.5,NN|VB,0.05662386903577078,0.08333333333333333,1.0424375459551811
4394,4943,ROMANCE,kiss,596.25,670.4333333,32,30,2,1,4,121.16,3.79,5.0,1585.33,NN|VB,unclassified,0.021,0.13,0.033044925,0.759937216,7.0,15.53,2.9,0.0,11553.0,1925.5,NN|VB,0.04683432272743434,0.1,0.8345545083284378
4395,4944,ROOF,diary,705.8214286,657.5483871,28,31,4,0,5,8.98,2.66,1.0,1649.0,NN,,,,0.051930773,0.0,4.0,35.65,3.26,7.0,3269.0,1089.67,NN,0.0492033961144615,0.07692307692307693,1.025582617148757
4396,4945,ROOF,tile,611.5517241,641.3448276,29,29,2,1,4,2.12,2.04,14.0,3208.33,NN|VB,perceptual property,0.024,0.59,0.161515201,6.018047729,4.0,35.65,3.26,7.0,3269.0,1089.67,NN,0.06000919922398632,0.14285714285714285,0.8481369316577911
4397,4946,ROOM,bedroom,635.875,698.40625,32,32,1,1,7,36.71,3.27,0.0,1670.83,NN,supraordinate,0.15,0.81,0.30858598,6.4356683839999995,439.51,4.35,4.0,8.0,4286.0,1428.67,NN|VB,0.2341894576058667,0.5,0.7535474449396133
4398,4947,ROOM,trophy,722.2413793,765.3225806,29,31,3,0,6,7.55,2.59,0.0,1076.6,NN,,,,0.09504369,0.132044317,439.51,4.35,4.0,8.0,4286.0,1428.67,NN|VB,0.05691171119885869,0.07142857142857142,1.0103554697707295
4399,4948,ROOMMATE,bitch,684.65625,724.1290323,32,31,2,1,5,168.8,3.94,9.0,1137.25,NN|VB,perceptual property,0.013999999999999999,0.06,0.0,0.835680667,8.0,11.39,2.76,0.0,14924.0,2132.0,NN,0.03781248257864604,0.08333333333333333,0.7231069207191467
4400,4949,ROOMMATE,blue,557.969697,654.1875,33,32,4,0,4,102.39,3.72,4.0,721.33,JJ|NN,,,,0.002150715,0.032241746,8.0,11.39,2.76,0.0,14924.0,2132.0,NN,0.044960793061617634,0.07692307692307693,0.9134154319763184
4401,4950,ROOST,toy,605.03125,610.0967742,32,31,3,0,3,16.84,2.93,14.0,752.5,NN|VB,,,,0.018157335,0.0,0.88,1.66,5.0,2.0,7479.0,1869.75,NN|VB,0.05510309253454035,0.16666666666666666,0.9768866542726755
4402,4951,ROOST,chicken,582.40625,637.84375,32,32,1,1,7,61.73,3.5,1.0,1758.5,NN|VB,unclassified,0.154,0.26,0.040794622,3.8763956960000003,0.88,1.66,5.0,2.0,7479.0,1869.75,NN|VB,0.04332908381839124,0.06666666666666667,0.9756796229630709
4403,4952,ROOSTER,farm,646.1290323,643.7333332999999,31,30,2,1,4,30.04,3.19,6.0,1325.33,NN|VB,script,0.021,0.14,0.050371251,0.188944733,7.0,3.86,2.3,1.0,18036.0,3006.0,NN,0.05413418942706704,0.058823529411764705,0.9136718362569809
4404,4953,ROOSTER,dollars,727.40625,673.40625,32,32,4,0,7,78.39,3.6,1.0,1659.33,NN,,,,0.038758813999999996,0.07893469,7.0,3.86,2.3,1.0,18036.0,3006.0,NN,0.04622908763675607,0.05,1.06838870793581
4405,4954,ROPE,ladder,744.625,762.3125,32,32,2,1,6,9.25,2.67,4.0,2407.8,NN,category,0.022000000000000002,0.39,0.15487144,4.1099139739999995,4.0,22.71,3.06,16.0,4557.0,1519.0,NN|VB,0.058068209821003844,0.14285714285714285,0.8009910583496094
4406,4955,ROPE,virtue,840.2307691999999,729.1034482999999,26,29,4,0,6,5.16,2.42,0.0,746.2,NN,,,,0.009460294000000001,0.09217837300000001,4.0,22.71,3.06,16.0,4557.0,1519.0,NN|VB,0.047404092083127236,0.07692307692307693,0.9768117256462574
4407,4956,ROTTEN,listen,733.53125,622.53125,32,32,4,0,6,544.78,4.44,1.0,3456.6,VB|NN,,,,0.037638412,0.03342899,6.0,17.47,2.95,1.0,11931.0,2386.2,JJ,NA,0.25,0.9013304263353348
4408,4957,ROTTEN,spoiled,836.0322581,601.1333333,31,30,2,1,7,8.47,2.64,1.0,1931.17,VB|JJ,bpa,0.11,0.24,0.056100252999999996,5.422738236,6.0,17.47,2.95,1.0,11931.0,2386.2,JJ,NA,0.25,0.789059191942215
4409,4958,ROUGH,fork,788.3,702.8064516,30,31,3,0,4,8.82,2.65,9.0,1204.67,NN,,,,0.0,0.21549123399999998,37.39,3.28,5.0,5.0,4610.0,1152.5,JJ|RB|VB,NA,0.07142857142857142,0.9326730296015739
4410,4959,ROUGH,smooth,588.1612903,663.15625,31,32,1,1,6,18.27,2.97,1.0,928.8,JJ|NN|VB,antonym,0.35200000000000004,0.73,0.445228836,2.998216352,37.39,3.28,5.0,5.0,4610.0,1152.5,JJ|RB|VB,NA,0.0625,0.939520325511694
4411,4960,ROUTINE,daily,648.875,706.3548387,32,31,2,1,5,15.63,2.9,5.0,1107.25,JJ|NN|RB,bpa,0.073,0.42,0.09692963,1.0529579390000001,7.0,19.84,3.01,0.0,18707.0,3117.83,JJ|NN,NA,0.05555555555555555,0.9071295335888863
4412,4961,ROUTINE,frog,730.9032258,660.6428571,31,28,4,0,4,11.82,2.78,2.0,1009.0,NN,,,,0.114871153,0.050874786,7.0,19.84,3.01,0.0,18707.0,3117.83,JJ|NN,0.043657953490147894,0.05555555555555555,0.9147809743881226
4413,4962,ROW,eggs,608.8965517000001,705.84375,29,32,2,1,4,38.65,3.29,0.0,315.33,NN|VB,unclassified,0.011000000000000001,0.08,0.117113767,0.087192764,3.0,26.33,3.13,17.0,2829.0,1414.5,NN|VB,0.04902503986022318,0.07692307692307693,1.0208784248679876
4414,4963,ROW,lonely,700.1666667000001,797.5862069,30,29,4,0,6,41.67,3.33,1.0,2325.6,JJ|RB,,,,0.096764208,0.28347710600000003,3.0,26.33,3.13,17.0,2829.0,1414.5,NN|VB,NA,,1.0157891139388084
4415,4964,ROYAL,england,655.78125,732.78125,32,32,2,1,7,35.22,3.25,0.0,2572.5,NN,unclassified,0.02,0.45,0.12417894300000001,0.255185135,5.0,23.24,3.07,1.0,5460.0,1365.0,JJ|NN,0.05537988188145403,0.07692307692307693,0.8733808249235153
4416,4965,ROYAL,evidence,726.6774194,760.8064516,31,31,4,0,8,85.0,3.64,0.0,1648.57,NN,,,,0.045628059000000006,0.062047214,5.0,23.24,3.07,1.0,5460.0,1365.0,JJ|NN,0.056784614822582215,0.07692307692307693,1.015160552226007
4417,4966,RUB,massage,805.7419355000001,733.875,31,32,1,1,7,11.08,2.75,2.0,1239.0,NN,synonym,0.158,0.16,0.058224992,5.903515624,15.45,2.9,3.0,14.0,1041.0,520.5,VB|NN,0.04558087157807409,0.07142857142857142,0.9287888258695602
4418,4967,RUB,gamble,768.36,665.6666667000001,25,24,3,0,6,8.94,2.66,3.0,1317.0,VB,,,,0.022700968999999998,0.142202204,15.45,2.9,3.0,14.0,1041.0,520.5,VB|NN,0.05751702343616597,0.07142857142857142,0.9326060712337494
4419,4968,RUBBER,band,691.2580644999999,553.96875,31,32,1,1,4,53.41,3.44,14.0,2007.33,NN|VB,fpa,0.21600000000000003,0.26,0.088911425,0.326526909,14.0,2.85,6.0,3.0,8236.0,1647.2,NN,0.05811311632115212,0.08333333333333333,0.8829759955406189
4420,4969,RUBBER,pain,640.03125,716.5333333,32,30,3,0,4,97.94,3.7,11.0,2970.67,NN|VB,,,,0.099884427,0.056815923,14.0,2.85,6.0,3.0,8236.0,1647.2,NN,0.052673888619545244,0.06666666666666667,0.9499344453215599
4421,4970,RUDE,polite,649.5,632.4,32,30,2,1,6,13.94,2.85,1.0,2338.6,JJ,antonym,0.044000000000000004,0.4,0.244412293,7.86148071,4.0,22.06,3.05,9.0,3622.0,1207.33,JJ|NN,NA,,0.6940050423145294
4422,4971,RUDE,key,621.46875,633.65625,32,32,4,0,3,86.86,3.65,3.0,567.0,JJ|NN|VB,,,,0.040955978999999997,1.7635361059999999,4.0,22.06,3.05,9.0,3622.0,1207.33,JJ|NN,NA,,1.075914204120636
4423,4972,RUG,carpet,730.1875,616.3225806,32,31,1,1,6,11.65,2.77,0.0,1610.6,NN|VB,synonym,0.46799999999999997,0.56,0.145487847,41.32537317,10.41,2.73,3.0,14.0,981.0,490.5,NN,1e+300,1.0,0.8634675890207291
4424,4973,RUG,spoiled,715.1875,710.9393938999999,32,33,3,0,7,8.47,2.64,1.0,1931.17,VB|JJ,,,,0.0,0.077499218,10.41,2.73,3.0,14.0,981.0,490.5,NN,NA,0.09090909090909091,1.020305646583438
4425,4974,RULER,straight,680.0645161,699.3225806,31,31,2,1,8,122.43,3.8,0.0,1558.71,JJ|NN,perceptual property,0.037000000000000005,0.05,0.06093896099999999,0.069282523,5.0,3.18,2.21,2.0,11277.0,2819.25,NN,0.08679331108894951,0.3333333333333333,0.9574101604521275
4426,4975,RULER,child,713.6774194,570.28125,31,32,4,0,5,157.65,3.91,3.0,1091.0,NN,,,,0.060894351,0.048118003,5.0,3.18,2.21,2.0,11277.0,2819.25,NN,0.10603813904925498,0.25,1.0016799797303975
4427,4976,RULES,game,546.6451613,603.3548387,31,31,2,1,4,233.84,4.08,13.0,1100.0,NN|VB,unclassified,0.040999999999999995,0.29,0.10549092,0.161907135,5.0,67.41,3.54,5.0,9604.0,2401.0,NN|VB,0.07954985996518822,0.1,0.9749879855662584
4428,4978,RUM,meeting,602.90625,792.375,32,32,3,0,7,132.39,3.83,1.0,3259.33,NN|VB,,,,0.124141929,0.056349872999999995,7.49,2.58,3.0,12.0,1294.0,647.0,NN,0.05016944196962708,0.07142857142857142,1.0158420912921429
4429,4979,RUM,coke,605.0645161,633.8666667,31,30,1,1,4,18.59,2.98,12.0,1200.0,NN,fpa,0.28,0.12,0.061636500000000004,2.4494554859999997,7.49,2.58,3.0,12.0,1294.0,647.0,NN,0.05986205117393207,0.125,0.8389188945293427
4430,4980,RUMOR,neuron,907.6363636,904.7037037,22,27,4,0,6,0.14,0.9,0.0,2105.4,NN,,,,0.022325029,0.0,5.0,10.41,2.73,2.0,5012.0,1253.0,NN|VB,0.03822832932637938,0.058823529411764705,0.9175941571593285
4431,4981,RUMOR,talk,626.34375,647.0666667,32,30,2,1,4,855.0,4.64,8.0,1682.33,VB|NN,unclassified,0.049,0.16,0.16170957,0.17125281,5.0,10.41,2.73,2.0,5012.0,1253.0,NN|VB,0.18037427307265666,0.07142857142857142,0.8214016705751419
4432,4984,RUNNER,bicycle,659.3939393999999,710.28125,33,32,3,0,7,6.61,2.53,0.0,1193.33,NN,,,,0.131176638,0.129633848,4.96,2.4,6.0,1.0,11323.0,2264.6,NN,0.055513799147681196,0.07142857142857142,0.8800804540514946
4433,4985,RUNNER,jogger,630.6451613,754.1071429,31,28,1,1,6,0.47,1.4,2.0,1652.4,NN,,0.092,0.33,0.045501575999999995,7.556473847,4.96,2.4,6.0,1.0,11323.0,2264.6,NN,1e-300,0.1111111111111111,0.8232448697090149
4434,4986,RUNNING,calculate,704.78125,662.483871,32,31,4,0,9,2.08,2.03,0.0,2154.38,VB,,,,0.096768139,0.030133324,7.0,157.92,3.91,4.0,15218.0,2536.33,VB|NN,0.07409491684849859,0.06666666666666667,0.9841417465358973
4435,4987,RUNNING,sweat,668.2,663.3125,30,32,2,1,5,21.86,3.05,3.0,1669.0,NN|VB,script,0.052000000000000005,0.19,0.213916314,0.078447451,7.0,157.92,3.91,4.0,15218.0,2536.33,VB|NN,0.0554045287149288,0.058823529411764705,0.8595497161149979
4436,4988,RURAL,sympathetic,752.8,901.2068966,30,29,4,0,11,3.8,2.29,0.0,1802.1,JJ,,,,0.034613088,0.0,5.0,1.16,1.78,2.0,8192.0,2048.0,JJ|NN,NA,,0.9382381811738014
4437,4989,RURAL,town,601.375,598.2258065000001,32,31,2,1,4,247.92,4.1,4.0,739.0,NN,fpa,0.027000000000000003,0.21,0.15166079300000002,0.32490041399999997,5.0,1.16,1.78,2.0,8192.0,2048.0,JJ|NN,NA,,0.7555204927921295
4438,4990,RUSH,hurry,603.7333332999999,642.59375,30,32,1,1,5,173.65,3.95,3.0,714.0,NN|VB,synonym,0.317,0.44,0.527127706,0.631480401,31.41,3.2,4.0,13.0,3427.0,1142.33,NN|VB,0.05161990725820924,0.06666666666666667,0.9115928784012794
4439,4991,RUSH,partner,747.875,762.1612903,32,31,3,0,7,75.22,3.58,0.0,2261.17,NN|VB,,,,0.139258356,0.057156273,31.41,3.2,4.0,13.0,3427.0,1142.33,NN|VB,0.05645684064626853,0.07142857142857142,1.1189123466610909
4440,4992,RUSSIA,conceited,859.1111110999999,912.3461537999999,27,26,3,0,9,,,,,JJ,,,,0.046439959,0.062373986,12.35,2.8,6.0,0.0,6521.0,1304.2,NN,NA,,1.0209059976041317
4441,4993,RUSSIA,communist,781.8387097,840.6206897,31,29,1,1,9,7.57,2.59,1.0,1765.75,NN|JJ,unclassified,0.174,0.52,0.13563067199999998,0.420035923,12.35,2.8,6.0,0.0,6521.0,1304.2,NN,0.06041557970448201,0.07692307692307693,0.8086519539356232
4442,4994,RYE,nervous,708.6129032,678.0967742,31,31,4,0,7,67.16,3.53,0.0,2008.83,JJ|NN,,,,0.049762346,0.251119995,3.0,4.16,2.33,7.0,816.0,408.0,NN,NA,,0.9945262530818582
4443,4995,RYE,wheat,633.09375,707.5333333,32,30,2,1,5,5.75,2.47,1.0,1994.25,NN,category,0.068,0.76,0.33836528899999996,19.4216257,3.0,4.16,2.33,7.0,816.0,408.0,NN,0.04546212661798347,0.05555555555555555,0.9234936162829399
4444,4996,SABER,rock,668.4,681.9,30,30,3,0,4,86.16,3.64,12.0,1244.67,NN|VB,,,,0.016984938,0.0,0.8,1.62,5.0,4.0,8762.0,2190.5,NN,0.050634359556511056,0.09090909090909091,0.9305117875337601
4445,4997,SABER,sword,691.9375,642.2,32,30,1,1,5,26.18,3.13,2.0,979.0,NN,synonym,0.33299999999999996,0.1,0.015249857,6.384602671000001,0.8,1.62,5.0,4.0,8762.0,2190.5,NN,0.24229887052468124,0.3333333333333333,1.0106477038934827
4446,4998,SACK,bag,607.1612903,622.46875,31,32,1,1,3,94.04,3.68,20.0,780.5,NN|VB,synonym,0.444,0.56,0.36639453899999996,1.54752868,12.92,2.82,4.0,13.0,3142.0,1047.33,NN|VB,0.3475277144009165,0.5,0.8440656810998917
4447,4999,SACK,clam,870.8666667000001,862.28,30,25,3,0,4,3.92,2.3,7.0,1181.0,NN|VB,,,,0.035681817000000005,0.481751262,12.92,2.82,4.0,13.0,3142.0,1047.33,NN|VB,0.04609751130059129,0.07692307692307693,0.9592163078486919
4448,5000,SACRED,clown,691.3125,692.6666667000001,32,30,4,0,5,15.82,2.91,3.0,724.75,NN,,,,0.080687157,0.036571475,6.0,14.02,2.85,0.0,12023.0,2404.6,JJ,NA,,0.9761172328144312
4449,5001,SACRED,frightened,697.6774194,650.3,31,30,2,1,10,23.25,3.07,1.0,2205.78,VB|JJ,synonym,0.053,0.11,0.09105969400000001,0.026295481000000002,6.0,14.02,2.85,0.0,12023.0,2404.6,JJ,NA,0.16666666666666666,0.9873735969886184
4450,5002,SADDLE,boys,537.2727272999999,583.5,33,32,4,0,4,224.16,4.06,7.0,379.0,NN,,,,0.11765015599999999,0.089210759,6.0,7.82,2.6,2.0,5721.0,1144.2,NN|VB,0.060304361813873594,0.08333333333333333,0.9354810640215874
4451,5003,SADDLE,ride,549.3225806,589.5517241,31,29,2,1,4,135.37,3.84,15.0,2107.0,NN|VB,unclassified,0.02,0.71,0.298722627,1.963304744,6.0,7.82,2.6,2.0,5721.0,1144.2,NN|VB,0.04886319787467527,0.05,0.7730585932731628
4452,5004,SAFARI,behind,634.9090909,701.1612903,33,31,3,0,6,187.86,3.98,0.0,2146.8,minor|NN,,,,0.05909948,0.128155141,2.08,2.03,6.0,0.0,7220.0,1444.0,NN,0.0597401354710541,0.058823529411764705,0.9845102457329631
4453,5005,SAFARI,jungle,638.7666667000001,621.6129032,30,31,1,1,6,22.57,3.06,4.0,1961.4,NN,,0.22899999999999998,0.34,0.025668229,3.01844724,2.08,2.03,6.0,0.0,7220.0,1444.0,NN,0.04714790263890118,0.0625,0.845640629529953
4454,5006,SAFE,protect,676.40625,637.7741934999999,32,31,2,1,7,70.25,3.55,2.0,1871.33,VB,unclassified,0.021,0.44,0.107451183,0.29716387,4.0,143.2,3.86,8.0,1539.0,513.0,JJ|NN,NA,0.07142857142857142,0.8093593120574951
4455,5007,SAFE,driver,655.6,738.09375,30,32,4,0,6,47.37,3.38,3.0,2441.2,NN,,,,0.139393925,0.040001425,4.0,143.2,3.86,8.0,1539.0,513.0,JJ|NN,0.05396174947425748,0.08333333333333333,0.9368855878710747
4456,5008,SAILING,dangerous,741.5625,787.6129032,32,31,4,0,9,74.84,3.58,0.0,2574.38,JJ,,,,0.0,0.074234288,7.0,9.41,2.68,8.0,16649.0,2774.83,NN|VB,NA,,1.0017363806255162
4457,5009,SAILING,fishing,605.6451613,707.2580644999999,31,31,2,1,7,23.61,3.08,1.0,2792.33,NN|VB,script,0.013999999999999999,0.22,0.144404899,0.258089901,7.0,9.41,2.68,8.0,16649.0,2774.83,NN|VB,0.06667642081598994,0.125,0.7372993528842926
4458,5010,SAILOR,sea,618.1935484,563.40625,31,32,2,1,3,59.84,3.48,10.0,1923.0,NN,script,0.077,0.49,0.148324075,0.6294485160000001,6.0,12.39,2.8,1.0,7310.0,1462.0,NN,0.06539189498336802,0.1111111111111111,0.7757812738418579
4459,5011,SAILOR,chocolate,671.2258065000001,686.0645161,31,31,4,0,9,29.39,3.18,0.0,2215.75,NN,,,,0.20112137300000002,0.044508234,6.0,12.39,2.8,1.0,7310.0,1462.0,NN,0.0546169047378513,0.09090909090909091,0.9520979225635529
4460,5012,SAINT,angel,560.3125,700.0689655,32,29,1,1,5,78.27,3.6,1.0,2586.75,NN,unclassified,0.091,0.28,0.049949762,0.319713156,17.92,2.96,5.0,4.0,11568.0,2892.0,NN,0.1688987314499677,0.25,0.9644327946007252
4461,5013,SAINT,state,687.3333332999999,658.6,30,30,3,0,5,107.84,3.74,7.0,3504.5,NN|VB,,,,0.073862777,0.070597533,17.92,2.96,5.0,4.0,11568.0,2892.0,NN,0.08078333461431127,0.0625,1.0253007356077433
4462,5014,SALAD,lettuce,632.46875,682.9354839,32,31,1,1,7,3.39,2.24,0.0,1376.17,NN,script,0.299,0.57,0.11398897599999999,39.48917996,17.02,2.94,5.0,0.0,6870.0,1717.5,NN,0.045000661650848726,0.06666666666666667,0.6449812352657318
4463,5015,SALAD,fragile,695.0322581,822.0740741000001,31,27,3,0,7,5.14,2.42,0.0,1616.33,JJ,,,,0.025645642000000003,0.054825526,17.02,2.94,5.0,0.0,6870.0,1717.5,NN,NA,,0.9734290465712547
4464,5016,SALE,bargain,752.6875,796.7931034,32,29,1,1,7,12.0,2.79,0.0,2079.33,NN|VB,synonym,0.131,0.36,0.067413625,0.7746211190000001,25.39,3.11,4.0,19.0,7216.0,2405.33,NN,0.05489502360146301,0.07692307692307693,0.8103710860013962
4465,5017,SALE,guilty,719.9666667,736.0333333,30,30,3,0,6,62.29,3.5,0.0,663.6,JJ|NN,,,,0.004861648,0.0,25.39,3.11,4.0,19.0,7216.0,2405.33,NN,NA,,0.9440443478524685
4466,5019,SALES,store,727.3939393999999,726.8064516,33,31,2,1,5,81.92,3.62,13.0,3056.75,NN|VB,unclassified,0.068,0.52,0.0,0.512541563,5.0,12.71,2.81,11.0,11705.0,2926.25,NN,0.05541138430164132,0.05263157894736842,0.8297475576400757
4467,5020,SALESMAN,annoy,780.8275862,736.6785714,29,28,2,1,5,2.51,2.11,0.0,1196.75,VB,perceptual property,0.02,0.07,0.019281926,0.38885490000000006,8.0,10.43,2.73,1.0,17394.0,2484.86,NN,NA,0.08333333333333333,1.0100902123376727
4468,5021,SALESMAN,tent,612.8787879,648.1666667000001,33,30,4,0,4,17.49,2.95,16.0,3743.0,NN,,,,0.040169988,0.08464046,8.0,10.43,2.73,1.0,17394.0,2484.86,NN,0.05991120170350338,0.08333333333333333,0.9819066468626261
4469,5022,SALIVA,hoop,646.6666667000001,689.7142857000001,30,28,3,0,4,2.69,2.14,7.0,957.0,NN,,,,0.026691864,4.7208390819999995,2.65,2.13,6.0,0.0,7888.0,1577.6,NN,0.04415878544355566,0.07142857142857142,1.0073321629315615
4470,5023,SALIVA,spit,769.75,762.2,28,30,1,1,4,19.35,2.99,6.0,1275.67,VB|NN,synonym,0.365,0.13,0.112758897,12.14073879,2.65,2.13,6.0,0.0,7888.0,1577.6,NN,0.04867248346859151,0.09090909090909091,0.906008243560791
4471,5024,SALOON,bar,612.78125,672.09375,32,32,1,1,3,85.98,3.64,15.0,1871.0,NN|VB,synonym,0.5710000000000001,0.2,0.054868423,1.339774174,5.14,2.42,6.0,1.0,10801.0,2160.2,NN,1e+300,1.0,0.8468432426452637
4472,5025,SALOON,general,622.1875,680.0645161,32,31,3,0,7,115.39,3.77,0.0,3273.0,JJ|NN,,,,0.10280102599999999,0.14003991699999999,5.14,2.42,6.0,1.0,10801.0,2160.2,NN,0.06905606756910923,0.058823529411764705,1.0487564727663994
4473,5026,SALT,pepper,606.7741934999999,840.7857142999999,31,28,1,1,6,8.8,2.65,2.0,2133.6,NN|VB,category,0.701,0.21,0.076427862,3.965694245,19.51,3.0,4.0,5.0,4171.0,1390.33,NN|VB,0.050152076802892284,0.0625,0.9284327700734138
4474,5027,SALT,teacher,616.7741934999999,602.5,31,30,3,0,7,55.73,3.45,1.0,2850.33,NN,,,,0.037261456,0.03336949,19.51,3.0,4.0,5.0,4171.0,1390.33,NN|VB,0.059661243793186707,0.07692307692307693,0.933941200375557
4475,5030,SALUTE,ocean,617.65625,668.2258065000001,32,31,4,0,5,30.29,3.19,0.0,1894.75,NN,,,,0.074029645,0.130707383,6.0,7.25,2.57,0.0,9718.0,1943.6,NN|VB,0.045020331171279786,0.09090909090909091,0.9908767668530345
4476,5031,SALUTE,pledge,752.1935484,622.71875,31,32,2,1,6,6.88,2.55,1.0,2005.4,NN|VB,unclassified,0.021,0.24,0.043049937,3.350830596,6.0,7.25,2.57,0.0,9718.0,1943.6,NN|VB,0.041198029625536044,0.07692307692307693,0.91705571860075
4477,5032,SAMPLE,murderer,814.8461538,751.9285714,26,28,3,0,8,26.57,3.13,1.0,3115.0,NN,,,,0.057717192,0.031571319,14.59,2.87,6.0,1.0,6752.0,1350.4,NN|VB,0.05278122124732907,0.08333333333333333,0.8552539795637131
4478,5033,SAMPLE,example,690.0645161,736.875,31,32,1,1,7,29.94,3.18,0.0,1113.67,NN,synonym,0.19,0.39,0.188427244,0.16085369900000002,14.59,2.87,6.0,1.0,6752.0,1350.4,NN|VB,0.5607294625169795,0.5,1.010480497032404
