,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
5381,SNACK,orgasm,842.0344828,882.1428571,29,28,4,0,6,4.18,2.33,0,1130.4,NN,,,,0.100131229,0.076762397,5,9.14,2.67,6,4000,1000,NN
5382,SNAIL,cell,771.7741935,627.0645161,31,31,4,0,4,54.35,3.44,11,1661,NN,,,,0.037993256,0.550321128,5,1.76,1.96,1,3945,986.25,NN
5383,SNAIL,shell,739.2758621,633.0967742,29,31,2,1,5,13.22,2.83,6,1598.75,NN|VB,perceptual property,0.062,0.45,0.173751007,5.787925878,5,1.76,1.96,1,3945,986.25,NN
5384,SNAKE,band,715.5666667,656.0967742,30,31,4,0,4,53.41,3.44,14,2007.33,NN|VB,,,,0.013528271,0.036487878,5,22.35,3.06,5,2823,705.75,NN|VB
5385,SNAKE,rattle,737.3793103,819.3333333,29,30,2,1,6,3.37,2.24,3,2359.8,NN|VB,bpa,0.085,0.24,0.123004142,3.541278266,5,22.35,3.06,5,2823,705.75,NN|VB
5386,SNAP,crackle,697.4242424,782.375,33,32,1,1,7,0.69,1.56,0,1644.17,VB|NN,fpa,0.237,0.31,0.116581417,36.72689878,17.39,2.95,4,5,2467,822.33,NN|VB
5387,SNAP,environment,863.9310345,767.2727273,29,33,3,0,11,12.78,2.81,0,2103.4,NN,,,,0.002725858,0.070464496,17.39,2.95,4,5,2467,822.33,NN|VB
5388,SNEAK,preview,559.9677419,670.9333333,31,30,1,1,7,1.43,1.87,0,1449.17,NN|VB,fpa,0.124,0.13,0.007693218,20.99778494,16.88,2.94,5,2,4588,1147,VB|NN
5389,SNEAK,sick,757.4666667,733.1935484,30,31,3,0,4,165.43,3.93,13,1644,JJ|NN|VB,,,,0.170621745,0.189162533,16.88,2.94,5,2,4588,1147,VB|NN
5390,SNEAKERS,smell,659.3870968,721.40625,31,32,2,1,5,83.14,3.63,5,1404.5,NN|VB,perceptual property,0.047,0.07,0.040501417,0.30615044,8,4.57,2.37,1,13117,1873.86,NN
5391,SNEAKERS,tire,709.8125,721.0344828,32,29,4,0,4,12.37,2.8,11,3376,VB|NN,,,,0.140417731,0.192153122,8,4.57,2.37,1,13117,1873.86,NN
5392,SNEAKY,beautiful,684.3030303,748.5806452,33,31,3,0,9,279.73,4.15,0,1350.88,JJ,,,,0.114101131,0.131658881,4.24,2.34,6,1,4681,936.2,JJ
5393,SNEAKY,sly,664.3666667,692.0625,30,32,1,1,3,2.67,2.14,8,987,JJ|RB,synonym,0.201,0.2,0,5.309659332,4.24,2.34,6,1,4681,936.2,JJ
5396,SNOB,bitch,596.46875,854.59375,32,32,1,1,5,168.8,3.94,9,1137.25,NN|VB,synonym,0.111,-0.01,0.013699916,0,2.18,2.05,4,5,1325,441.67,NN
5397,SNOB,coral,863.3076923,875.9310345,26,29,3,0,5,2.37,2.09,1,2850.25,JJ|NN,,,,0.046013302,0.253375019,2.18,2.05,4,5,1325,441.67,NN
5398,SNOOZE,clock,623.7878788,602.25,33,32,2,1,5,58.63,3.48,8,909.75,NN,unclassified,0.014,0.22,0.007970722,3.471029056,6,0.9,1.67,0,2429,485.8,NN|VB
5399,SNOOZE,thousand,661,661.1935484,33,31,4,0,8,69.29,3.55,0,1663,minor|NN,,,,0.081842015,0.016403087,6,0.9,1.67,0,2429,485.8,NN|VB
5400,SNOT,grab,634.7878788,723.9310345,33,29,3,0,4,70.86,3.56,7,1621.33,VB|NN,,,,0.003982831,0,2.12,2.04,4,8,1871,623.67,NN
5401,SNOT,nose,698.3030303,695.28125,33,32,1,1,4,69.75,3.55,12,1225,NN|VB,,0.378,0.24,0.026429513,5.140360396,2.12,2.04,4,8,1871,623.67,NN
5404,SNOW,fruit,657.3548387,585.7096774,31,31,4,0,5,21.73,3.04,0,913.75,NN,,,,0.062171355,0.155528587,4,31.35,3.2,6,1652,550.67,NN|VB
5405,SNOW,ski,633,791.7666667,31,30,2,1,3,8.1,2.62,1,318.5,NN|VB,bpa,0.038,0.48,0.098994242,4.79298754,4,31.35,3.2,6,1652,550.67,NN|VB
5408,SOAK,doctor,568.40625,654.483871,32,31,4,0,6,263.94,4.13,0,1299.2,NN|VB,,,,0.019653083,0.153222544,4,3.45,2.25,3,1533,511,VB
5409,SOAK,wash,573.2727273,675.7096774,33,31,2,1,4,40.73,3.32,11,1137,NN|VB,synonym,0.036,0.44,0.132953891,2.164977647,4,3.45,2.25,3,1533,511,VB
5410,SOAP,bubble,671.4375,702.1290323,32,31,2,1,6,8,2.61,4,1133.2,NN|JJ|VB,perceptual property,0.033,0.1,0.088894364,2.358965066,4,15.2,2.89,6,2075,691.67,NN|VB
5411,SOAP,ground,635.8064516,670.2666667,31,30,4,0,6,72.47,3.57,1,1636.8,NN|VB,,,,0.039791883,0.057858935,4,15.2,2.89,6,2075,691.67,NN|VB
5412,SOBER,bored,669,638.7586207,32,29,4,0,5,20.18,3.01,5,3136.25,VB|JJ,,,,0.132086199,0.041132343,5,10.1,2.71,1,8161,2040.25,JJ|VB
5413,SOBER,normal,615,635,32,32,2,1,6,70.37,3.56,2,1776,JJ|RB,unclassified,0.021,0.12,0.076959334,0.045817428,5,10.1,2.71,1,8161,2040.25,JJ|VB
5414,SOCIETY,eight,661.3870968,650.8666667,31,30,3,0,5,98.24,3.7,7,484.75,minor|NN,,,,0.044271739,0.112453667,32.92,3.23,7,0,5726,954.33,NN
5415,SOCIETY,people,629.5625,640.1290323,32,31,1,1,6,1102.98,4.75,0,1369.8,NN|VB,supraordinate,0.246,0.29,0.279434657,0.125850197,32.92,3.23,7,0,5726,954.33,NN
5416,SOCK,beast,705.0333333,726.125,30,32,3,0,5,24.55,3.1,6,1922.5,NN,,,,0.047011579,0.161809736,8.98,2.66,4,13,2373,791,NN|VB
5417,SOCK,shoe,694.3,605.4193548,30,31,1,1,4,30.39,3.19,6,878.33,NN|VB,category,0.617,0.34,0.306821847,11.99116433,8.98,2.66,4,13,2373,791,NN|VB
5418,SOCKET,abnormal,813.7419355,736.1724138,31,29,4,0,8,2.9,2.17,0,1413.571,JJ,,,,0,0,6,1.61,1.92,5,4625,925,NN
5419,SOCKET,plug,699.9375,645.0967742,32,31,2,1,4,10.41,2.73,3,558.33,NN|VB,unclassified,0.173,0.37,0.024971076,37.96132923,6,1.61,1.92,5,4625,925,NN
5420,SOCKS,sad,565.9032258,615.1935484,31,31,3,0,3,63.37,3.51,18,893.5,JJ|NN,,,,0.150019454,0.066814387,18.27,2.97,5,4,2613,653.25,NN|VB
5421,SOCKS,shoes,698.40625,734.0333333,32,30,1,1,5,74.16,3.58,4,1781,NN|VB,category,0.655,0.67,0.306821847,11.99116433,18.27,2.97,5,4,2613,653.25,NN|VB
5422,SODA,apart,692.2,774.3333333,30,30,4,0,5,47.02,3.38,0,1484.75,RB,,,,0,0.052711822,4,19.84,3.01,3,1851,617,NN
5423,SODA,pepsi,771.5,760.3461538,32,26,2,1,5,,,,,NN,supraordinate,0.027,,0,9.40118831,4,19.84,3.01,3,1851,617,NN
5424,SOFA,bed,625.5806452,516.53125,31,32,2,1,3,187.12,3.98,13,2671.5,NN|VB,category,0.062,0.51,0.156841025,5.584039327,4,5.86,2.48,3,1410,470,NN
5425,SOFA,chicken,599,693.9032258,32,31,4,0,7,61.73,3.5,1,1758.5,NN|VB,,,,0.05694043,0.095046347,4,5.86,2.48,3,1410,470,NN
5426,SOFT,cotton,637.8666667,702.0322581,30,31,2,1,6,14.18,2.86,0,2004.4,NN|VB,perceptual property,0.018,0.16,0.146766121,0.361894305,4,32.02,3.21,5,1142,380.67,JJ|RB
5427,SOFT,package,619.6,714.1875,30,32,4,0,7,22.78,3.07,0,935.5,NN,,,,0.05393485,0.081135842,4,32.02,3.21,5,1142,380.67,JJ|RB
5428,SOFTBALL,girls,623.2580645,588.9,31,30,2,1,5,208.35,4.03,0,521.25,NN,script,0.047,0.19,0.062208689,4.578366501,8,2.25,2.06,0,6661,951.57,NN
5429,SOFTBALL,world,571.3125,639,32,31,4,0,5,455.22,4.37,1,926,NN,,,,0.087447632,0.027095706,8,2.25,2.06,0,6661,951.57,NN
5430,SOIL,dirt,563.5,614.3225806,30,31,1,1,4,25.69,3.12,3,1229.67,NN,synonym,0.717,0.16,0.194017623,0.607904542,7.78,2.6,4,6,2564,854.67,NN|VB
5431,SOIL,marry,665.7586207,811.0967742,29,31,3,0,5,104.35,3.73,8,1464.25,VB,,,,0.012312189,0,7.78,2.6,4,6,2564,854.67,NN|VB
5432,SOLDIER,brave,656.862069,729.9666667,29,30,2,1,5,31.71,3.21,5,1492.25,JJ,perceptual property,0.013,0.41,0.151938855,0.414861705,7,38.92,3.3,0,11701,1950.17,NN|VB
5433,SOLDIER,goose,702.0333333,834.2258065,30,31,4,0,5,13.04,2.82,3,1040.75,NN,,,,0.075604687,0.127637569,7,38.92,3.3,0,11701,1950.17,NN|VB
5434,SOLID,questions,716.9310345,708.25,29,32,4,0,9,117.96,3.78,0,2843.25,NN|VB,,,,0.032614578,0,5,19.57,3,0,5674,1418.5,JJ|NN|RB
5435,SOLID,stripe,703.9,871.9666667,30,30,2,1,6,1.45,1.88,5,2063.2,NN,unclassified,0.028,0,0.040339936,0.514137662,5,19.57,3,0,5674,1418.5,JJ|NN|RB
5436,SOLO,course,695.59375,822.9032258,32,31,4,0,6,487.22,4.4,1,1800.4,NN|VB,,,,0.030256736,0.413631009,4,8.55,2.64,5,3549,1183,NN|JJ|RB
5437,SOLO,self,625.2068966,714.2121212,29,33,2,1,4,14.16,2.86,2,1288.67,NN,unclassified,0.019,0.03,0.023125843,0.165649032,4,8.55,2.64,5,3549,1183,NN|JJ|RB
5438,SOLUTION,encourage,720.0909091,802.9333333,33,30,3,0,9,6.04,2.49,1,1977.63,VB,,,,0.05277425,0.044461763,15.82,2.91,8,0,15494,2213.43,NN
5439,SOLUTION,problem,623,649.1,33,30,1,1,7,330.06,4.23,0,1575.5,NN,antonym,0.392,0.34,0.114099456,1.812312278,15.82,2.91,8,0,15494,2213.43,NN
5440,SOME,paint,614.25,697.375,32,32,4,0,5,36.8,3.27,6,2982.5,NN|VB,,,,0.122575925,0.072188037,4,1727.24,4.94,9,3740,1246.67,minor|NN
5441,SOME,thing,591.625,686.0645161,32,31,2,1,5,1088.67,4.74,4,3305.75,NN,fpa,0.043,0.47,0.195671417,0.095889794,4,1727.24,4.94,9,3740,1246.67,minor|NN
5444,SOMETIMES,often,588.8,729.90625,30,32,2,1,5,57.35,3.47,0,2142.75,RB,unclassified,0.101,0.74,0.67429525,0.25388934,9,179,3.96,0,16987,2123.38,RB
5445,SOMETIMES,trick,647.53125,698.1935484,32,31,4,0,5,47.27,3.38,6,1949,NN|VB,,,,0.030262414,0.078201701,9,179,3.96,0,16987,2123.38,RB
5446,SON,butterfly,835.8709677,632.483871,31,31,4,0,9,5.51,2.45,0,1855,NN|RB|JJ,,,,0.062078152,0.041903726,3,410.76,4.32,15,5388,2694,NN
5447,SON,dad,630.7,604.4375,30,32,2,1,3,507.25,4.41,15,792.5,NN,category,0.041,0.1,0.188696108,0.272520903,3,410.76,4.32,15,5388,2694,NN
5448,SONG,sing,618.90625,689.9032258,32,31,1,1,4,97.59,3.7,12,4170.67,VB,unclassified,0.291,0.88,0.194189027,1.544462588,93.69,3.68,4,9,9307,3102.33,NN
5449,SONG,tie,579.2692308,741.96,26,25,3,0,3,44.43,3.36,12,3015,NN|VB|JJ,,,,0.024194493,0.02755172,93.69,3.68,4,9,9307,3102.33,NN
5450,SONIC,camp,705.4827586,714.0645161,29,31,4,0,4,51.22,3.42,8,1208.67,NN|VB,,,,0.07600409,0.060898201,5,1.94,2,2,9198,2299.5,JJ
5451,SONIC,sound,642.0645161,541.6451613,31,31,2,1,5,143.39,3.86,7,1518.75,NN|VB|JJ,unclassified,0.074,0.72,0.025744112,0.610236595,5,1.94,2,2,9198,2299.5,JJ
5454,SOON,general,704.84375,755.7096774,32,31,4,0,7,115.39,3.77,0,3273,JJ|NN,,,,0.124799472,0.052471901,4,257.65,4.12,7,6314,2104.67,RB
5455,SOON,late,640.78125,694.3548387,32,31,2,1,4,269.73,4.14,17,3531.67,JJ|RB,unclassified,0.034,0.5,0.259234488,0.068553351,4,257.65,4.12,7,6314,2104.67,RB
5460,SORORITY,clear,712.1935484,591.1515152,31,33,4,0,5,171.82,3.94,2,2193.75,JJ|VB|RB,,,,0.037627286,0.090644849,8,1.88,1.99,0,14186,2026.57,NN
5461,SORORITY,women,649.5483871,682.2727273,31,33,2,1,5,195.65,4,2,1778,NN,script,0.026,0.01,0.002037772,0.914020715,8,1.88,1.99,0,14186,2026.57,NN
5462,SORRY,apology,691.4242424,758.2903226,33,31,1,1,7,15.76,2.91,0,892.67,NN,synonym,0.212,0.29,0.004286449,3.190912282,1167.96,4.78,5,1,4748,1187,JJ|NN
5463,SORRY,town,586.1612903,773.6333333,31,30,3,0,4,247.92,4.1,4,739,NN,,,,0.040662861,0.006744638,1167.96,4.78,5,1,4748,1187,JJ|NN
5464,SOUND,human,600.2580645,701.7878788,31,33,3,0,5,124.76,3.8,0,1520.75,JJ|NN,,,,0,0.209371052,143.39,3.86,5,7,6075,1518.75,NN|VB|JJ
5465,SOUND,noise,639.78125,634.21875,32,32,1,1,5,34.88,3.25,4,1484.75,NN,synonym,0.362,0.58,0.453683681,1.407674943,143.39,3.86,5,7,6075,1518.75,NN|VB|JJ
5466,SOUP,monster,763.8387097,655.8709677,31,31,4,0,7,38.86,3.3,1,3591.33,NN,,,,0.050932092,0.106197632,4,25.2,3.11,4,2862,954,NN|VB
5467,SOUP,vegetables,677.8387097,907.8709677,31,31,2,1,10,6.63,2.53,0,1875.33,NN,category,0.061,0.35,0.053091986,19.73585411,4,25.2,3.11,4,2862,954,NN|VB
5468,SOUR,lady,598.4375,578.8387097,32,31,4,0,4,217.08,4.04,3,1073.33,NN,,,,0.066186238,0.080709748,4,5.82,2.47,11,3811,1270.33,JJ|VB|NN
5469,SOUR,lemon,641.5333333,677.0333333,30,30,2,1,5,12.02,2.79,1,2499.25,NN|JJ,perceptual property,0.088,0.7,0.057334466,11.32863566,4,5.82,2.47,11,3811,1270.33,JJ|VB|NN
5470,SOUTH,bake,668.4482759,733.90625,29,32,4,0,4,6.33,2.51,17,668.67,VB|JJ|NN,,,,0.22636696,0.104390268,5,64.47,3.52,3,4722,1180.5,NN|RB|JJ
5471,SOUTH,west,669.8125,732.6333333,32,30,2,1,4,60.55,3.49,12,2846,NN|JJ|RB,category,0.054,0.48,0.224122735,0.878922789,5,64.47,3.52,3,4722,1180.5,NN|RB|JJ
5472,SOUTHERN,place,637.5806452,653.2424242,31,33,4,0,5,602.67,4.49,4,1473,NN|VB,,,,0.236138397,0,8,11.61,2.77,0,13106,1872.29,JJ|NN
5473,SOUTHERN,states,645.3939394,701.4827586,33,29,2,1,6,54.1,3.44,6,3701.4,NN|VB,fpa,0.075,0.31,0.026669562,0.259477481,8,11.61,2.77,0,13106,1872.29,JJ|NN
5474,SOW,blame,605,657.0909091,31,33,3,0,5,58.78,3.48,5,1471.25,VB|NN,,,,0.040298601,0.034171962,1.92,2,3,17,1468,734,VB
5475,SOW,pig,658.0322581,658.8275862,31,29,1,1,3,39.14,3.3,12,819.5,NN|VB,synonym,0.295,0.46,0.053661638,5.38907739,1.92,2,3,17,1468,734,VB
5476,SPAGHETTI,hint,701.1428571,769.3928571,28,28,3,0,4,9.2,2.67,7,3666.33,NN|VB,,,,0.066463716,0.038674336,5.92,2.48,9,0,11723,1465.38,NN
5477,SPAGHETTI,sauce,623.4516129,758.1666667,31,30,1,1,5,15.59,2.9,2,820,NN,fpa,0.247,0.73,0.089377189,16.94693965,5.92,2.48,9,0,11723,1465.38,NN
5478,SPAN,forest,712.0714286,695.2758621,28,29,4,0,6,18.88,2.98,1,3188,NN,,,,0.105596576,0.051155462,4,1.98,2.01,10,5410,1803.33,NN|VB
5479,SPAN,wide,634.3870968,659.3225806,31,31,2,1,4,23.8,3.08,13,1305,JJ|RB|NN,unclassified,0.041,0.28,0.034912249,0.271607732,4,1.98,2.01,10,5410,1803.33,NN|VB
5480,SPANISH,language,622.8032787,625.968254,61,63,2,1,8,35.1,3.25,0,1747.14,NN,supraordinate,0.32,0.18,0.295031909,0.736876441,22.16,3.05,7,0,10982,1830.33,NN|JJ
5481,SPANISH,language,622.8032787,625.968254,61,63,2,1,8,35.1,3.25,0,1747.14,NN,,,,0.027422313,0.145368543,22.16,3.05,7,0,10982,1830.33,NN|JJ
5482,SPANK,cry,643.09375,621.0625,32,32,2,1,3,65.65,3.52,6,715,NN|VB,script,0.017,0.16,0.068552536,0.569071801,5,3.39,2.24,6,5696,1424,VB
5483,SPANK,spread,670.1290323,626.7333333,31,30,4,0,6,31.29,3.2,0,1916.2,NN|VB|JJ,,,,0.049809589,0.126665547,5,3.39,2.24,6,5696,1424,VB
5484,SPARE,parts,653.5151515,671.5806452,33,31,2,1,5,29.43,3.18,8,1518,NN|VB,fpa,0.014,0.08,0.105665196,0.31480844,5,30.84,3.2,10,9434,2358.5,JJ|VB
5485,SPARE,wool,644.7931034,733.5,29,32,4,0,4,3.16,2.21,6,854,NN,,,,0.094077928,0.159029615,5,30.84,3.2,10,9434,2358.5,JJ|VB
5488,SPECIAL,important,794.34375,661.4193548,32,31,1,1,9,207.59,4.02,0,1873.63,JJ|NN,synonym,0.129,0.33,0.36905583,0.062561808,148.57,3.88,7,0,8964,1494,JJ|NN
5489,SPECIAL,weird,628.0666667,708.8125,30,32,3,0,5,101.1,3.71,1,557.75,JJ|NN,,,,0.051933121,0.166159353,148.57,3.88,7,0,8964,1494,JJ|NN
5490,SPECIFIC,general,667.137931,753.9354839,29,31,1,1,7,115.39,3.77,0,3273,JJ|NN,antonym,0.128,0.48,0.264749193,0.206353441,17.8,2.96,8,0,8375,1196.43,JJ|NN
5491,SPECIFIC,gin,882.6111111,725.8888889,18,18,3,0,3,11.27,2.76,11,3736.5,NN,,,,0.047556763,0.121050285,17.8,2.96,8,0,8375,1196.43,JJ|NN
5492,SPEED,fast,528.78125,673.1666667,32,30,1,1,4,137.45,3.85,11,1815,RB|JJ,unclassified,0.351,0.63,0.160122746,1.174153706,41.25,3.32,5,2,7847,1961.75,NN|VB
5493,SPEED,stop,644.3548387,653.53125,31,32,3,0,4,707.27,4.56,5,1894,VB|NN,,,,0.272374475,0.098955953,41.25,3.32,5,2,7847,1961.75,NN|VB
5494,SPELL,feet,569.34375,581.1071429,32,28,4,0,4,120.73,3.79,8,931.67,NN,,,,0.063847827,0.045897527,5,36.65,3.27,4,5843,1460.75,NN|VB
5495,SPELL,magic,626.6,848.8125,30,32,2,1,5,52.69,3.43,1,1333.5,NN|VB,bpa,0.068,0.46,0.257448918,1.988719682,5,36.65,3.27,4,5843,1460.75,NN|VB
5496,SPEND,purpose,668.40625,794.8928571,32,28,4,0,7,35.08,3.25,0,994.83,NN,,,,0,0,5,93.27,3.68,3,8070,2017.5,VB
5497,SPEND,shopping,621.6551724,668.0322581,29,31,2,1,8,30,3.19,5,2197.29,NN|VB,unclassified,0.021,0.3,0.118563549,0.071640031,5,93.27,3.68,3,8070,2017.5,VB
5498,SPHINX,folder,641.9333333,731.3225806,30,31,4,0,6,1.63,1.92,7,2196,NN,,,,0.008035932,0.010296185,6,1.02,1.72,0,9374,1874.8,NN
5499,SPHINX,pyramid,738.483871,760.7096774,31,31,2,1,7,4,2.31,0,1069.67,NN,script,0.078,0.68,0.436842163,23.70031139,6,1.02,1.72,0,9374,1874.8,NN
5500,SPICY,pepper,614.90625,742.03125,32,32,2,1,6,8.8,2.65,2,2133.6,NN|VB,fpa,0.033,0.39,0.019639961,20.58624056,5,3.31,2.23,3,4118,1029.5,JJ
5501,SPICY,spring,764.09375,632.5625,32,32,4,0,6,31.31,3.2,5,3172.2,NN|VB,,,,0.06077948,0.032533226,5,3.31,2.23,3,4118,1029.5,JJ
5502,SPIDER,soda,647.9,741.1333333,30,30,3,0,4,19.84,3.01,3,617,NN,,,,0.074764007,0.045804848,10.1,2.71,6,0,11259,2251.8,NN
5503,SPIDER,web,660.2258065,682.9032258,31,31,1,1,3,9.22,2.67,5,361.5,NN,fpa,0.246,0.77,0.133815798,3.114600637,10.1,2.71,6,0,11259,2251.8,NN
5504,SPILL,drop,670.53125,708.34375,32,32,2,1,4,130.61,3.82,3,1096.67,NN|VB,synonym,0.061,0.43,0.313488454,0.399358215,5,8.47,2.64,6,4699,1174.75,NN|VB
5506,SPIN,circle,650.1515152,750.8666667,33,30,2,1,6,21.51,3.04,0,1244.4,NN|VB,unclassified,0.019,0.3,0.341481546,0.516129984,4,14.63,2.87,5,8545,2848.33,VB|NN
5507,SPIN,daring,732.3870968,783.6296296,31,27,4,0,6,4.2,2.33,4,3437.4,JJ|VB|NN,,,,0.023641336,0.053397191,4,14.63,2.87,5,8545,2848.33,VB|NN
5508,SPINACH,cabbage,681.4848485,855.1666667,33,30,2,1,7,2.9,2.17,0,959.33,NN,category,0.013,0.42,0.197007904,66.72817263,7,2.55,2.12,0,12953,2158.83,NN
5509,SPINACH,cats,686.9354839,730.4516129,31,31,4,0,4,19.73,3,13,2330,NN,,,,0.016865185,0.490517963,7,2.55,2.12,0,12953,2158.83,NN
5510,SPINE,lace,735.3928571,662.2,28,30,4,0,4,3.71,2.28,12,1705,NN|VB,,,,0.016715549,0,5,5.75,2.47,8,10820,2705,NN
5511,SPINE,less,636.40625,655.3225806,32,31,2,1,4,111.1,3.75,8,3158.67,JJ|RB|minor,fpa,0.013,0.04,0.014002963,0.074083577,5,5.75,2.47,8,10820,2705,NN
5512,SPIT,fat,609.1612903,629.3225806,31,31,4,0,3,79.43,3.61,15,2304.5,JJ|NN,,,,0.048081936,0.051687522,4,19.35,2.99,6,3827,1275.67,VB|NN
5513,SPIT,mouth,666.96875,728.8387097,32,31,2,1,5,104.41,3.73,4,1226,NN,functional property,0.039,0.37,0.088151463,2.642123444,4,19.35,2.99,6,3827,1275.67,VB|NN
5514,SPLINTER,foot,624,618.46875,33,32,2,1,4,64.92,3.52,11,807,NN|VB,unclassified,0.034,0.14,0.047844544,0.183668072,8,1.47,1.88,0,24824,3546.29,NN|VB
5515,SPLINTER,okay,599.0666667,662.6875,30,32,4,0,4,2006.27,5.01,0,255.33,JJ|minor|NN|VB,,,,0.037035753,0.017096393,8,1.47,1.88,0,24824,3546.29,NN|VB
5516,SPLIT,operation,786.0967742,777.5,31,32,4,0,9,43.94,3.35,0,3469.75,NN,,,,0.205492438,0.097674289,5,38.31,3.29,1,6531,1632.75,NN|VB|JJ
5517,SPLIT,second,615.0625,687,32,32,2,1,6,284.57,4.16,0,2434.8,JJ|NN|RB|VB,fpa,0.039,0.2,0.135981465,0.115583454,5,38.31,3.29,1,6531,1632.75,NN|VB|JJ
5518,SPOILED,cloudy,685.59375,713.4193548,32,31,3,0,6,2.16,2.05,1,846,JJ,,,,0.119328511,0.050395988,8.47,2.64,7,1,11587,1931.17,VB|JJ
5519,SPOILED,rotten,794.6774194,650.5806452,31,31,1,1,6,17.47,2.95,1,2386.2,JJ,fpa,0.507,0.24,0.056100253,5.422738236,8.47,2.64,7,1,11587,1931.17,VB|JJ
5520,SPONGE,monthly,805.7586207,685.7333333,29,30,4,0,7,2.98,2.18,0,1921,JJ|RB,,,,0,0,6,6.71,2.54,1,11640,2328,NN
5521,SPONGE,ocean,690.1333333,590.5,30,32,2,1,5,30.29,3.19,0,1894.75,NN,script,0.027,0.14,0.057422359,0.293153689,6,6.71,2.54,1,11640,2328,NN
5526,SPOT,stain,724.4642857,711.8709677,28,31,1,1,5,6.2,2.5,5,3314,NN|VB,unclassified,0.345,0.16,0.118335866,0.120244752,61.57,3.5,4,7,2809,936.33,NN|VB
5527,SPOT,stick,708.4193548,723.5454545,31,33,3,0,5,97.12,3.69,6,2894,NN|VB,,,,0.012868328,0.061445065,61.57,3.5,4,7,2809,936.33,NN|VB
5528,SPOTLESS,pot,743.78125,652.8275862,32,29,4,0,3,22.53,3.06,17,990,NN,,,,0.086839467,0.032906666,8,1.18,1.79,0,12705,1815,JJ
5529,SPOTLESS,spot,705.6875,645.2666667,32,30,2,1,4,61.57,3.5,7,936.33,NN|VB,unclassified,0.02,0.13,0.060760736,2.119821221,8,1.18,1.79,0,12705,1815,JJ
5530,SPOTS,dime,757.9259259,745.9677419,27,31,4,0,4,12.06,2.79,11,1501.33,NN,,,,0.110802068,0.028988991,5,10.33,2.72,4,3815,953.75,NN|VB
5531,SPOTS,dots,696.72,749.9032258,25,31,2,1,4,3.06,2.2,5,833,NN,synonym,0.182,0.2,0.210401391,0.428110281,5,10.33,2.72,4,3815,953.75,NN|VB
5532,SPOUSE,husband,629.2903226,630.6060606,31,33,1,1,7,194.8,4,0,1305.33,NN|VB,supraordinate,0.303,0.52,0.200589219,0.722201038,1.9,1.99,6,0,7078,1415.6,NN
5533,SPOUSE,toes,738.9354839,779.4,31,30,3,0,4,12.51,2.81,10,2000.33,NN|VB,,,,0.091082114,0.011354156,1.9,1.99,6,0,7078,1415.6,NN
5536,SPRAY,children,635.9354839,694.2727273,31,33,3,0,8,175.1,3.95,0,1874,NN,,,,0.071098837,0.108145671,9.65,2.69,5,2,5706,1426.5,NN|VB
5537,SPRAY,hair,583.8666667,725.9032258,30,31,1,1,4,153.55,3.89,5,957.67,NN,bpa,0.197,0.16,0.111980281,1.001671952,9.65,2.69,5,2,5706,1426.5,NN|VB
5538,SPREAD,apart,663.9375,664.0322581,32,31,2,1,5,47.02,3.38,0,1484.75,RB,fpa,0.016,0.3,0.054346481,0.118753967,6,31.29,3.2,0,9581,1916.2,NN|VB|JJ
5539,SPREAD,grasp,862.7083333,784.4814815,24,27,4,0,5,4.57,2.37,1,1534.75,VB|NN,,,,0.0205051,0.093067352,6,31.29,3.2,0,9581,1916.2,NN|VB|JJ
5540,SPREE,pants,687.1290323,683.6451613,31,31,3,0,5,58.75,3.48,4,2151.25,NN,,,,0.05251897,0.121562841,2.14,2.04,5,0,7585,1896.25,NN
5541,SPREE,shopping,678.2727273,718.2258065,33,31,1,1,8,30,3.19,5,2197.29,NN|VB,bpa,0.473,0.01,0.028567845,2.135160131,2.14,2.04,5,0,7585,1896.25,NN
5542,SPRING,newton,887.1818182,818.8181818,22,22,3,0,6,3.75,2.28,0,1713.8,NN,,,,0.056644343,0.061617585,31.31,3.2,6,5,15861,3172.2,NN|VB
5543,SPRING,summer,651.3548387,611.2727273,31,33,1,1,6,78.67,3.6,3,1955,NN|JJ,category,0.239,0.7,0.562632302,0.771376734,31.31,3.2,6,5,15861,3172.2,NN|VB
5544,SPRINKLE,chocolate,636.9032258,711.1290323,31,31,2,1,9,29.39,3.18,0,2215.75,NN,perceptual property,0.014,0.09,0.040971678,3.834635638,8,1.45,1.88,0,15781,2254.43,VB|NN
5545,SPRINKLE,lie,675.0645161,640.4,31,30,4,0,3,120.25,3.79,9,2000.5,VB|NN,,,,0.022703393,0.200520605,8,1.45,1.88,0,15781,2254.43,VB|NN
5546,SQUAD,police,583.1333333,717.71875,30,32,1,1,6,236.16,4.08,2,1809,NN|VB,bpa,0.254,0.52,0.211177171,0.815339927,21.49,3.04,5,4,2125,531.25,NN
5547,SQUAD,straight,685.0625,755.53125,32,32,3,0,8,122.43,3.8,0,1558.71,JJ|NN,,,,0.102486598,0.037826049,21.49,3.04,5,4,2125,531.25,NN
