"prime","target","RT.200SOA","RT.1200SOA","obs.200SOA","obs.1200SOA","primecond","rel","t_length","t_freq","t_logfreq","t_orthoN","t_bgmean","t_POS","relation","FAS","LSA","BEAGLE_RPs","BEAGLE_PMI","p_freq","p_logfreq","p_length","p_orthoN","p_bgsum","p_bgmean","p_POS"
"TUBE","america",737.866666666667,765.25,30,32,3,0,7,77.92,3.6,0,2636.17,"NN",NA,NA,NA,0.026223389,0,16.43,2.92,4,4,1974,658,"NN"
"TUBE","toothpaste",734.064516129032,706.6875,31,32,1,1,10,3.14,2.21,0,1671.33,"NN","fpa",0.136,0.27,0.022547387,5.007044435,16.43,2.92,4,4,1974,658,"NN"
"TUESDAY","basketball",701.272727272727,792.838709677419,33,31,3,0,10,21.39,3.04,0,1136.22,"NN",NA,NA,NA,0.06242529,0.078693447,23.65,3.08,7,0,6615,1102.5,"NN"
"TUESDAY","wednesday",657.78125,805.3125,32,32,1,1,9,18.27,2.97,0,1597.63,"NN","category",0.466,0.73,0.622045672,43.37058364,23.65,3.08,7,0,6615,1102.5,"NN"
"TULIP","flower",567.366666666667,619.875,30,32,1,1,6,22.76,3.07,4,1854.8,"NN|VB","supraordinate",0.782,0.69,0.301744783,3.798105798,0.78,1.61,5,0,5048,1262,"NN"
"TULIP","poetry",637.7,731.09375,30,32,3,0,6,13.37,2.83,0,979.4,"NN",NA,NA,NA,0.031077568,0.052798025,0.78,1.61,5,0,5048,1262,"NN"
"TUMBLE","down",648.741935483871,731.903225806452,31,31,2,1,4,1490.27,4.88,4,479.67,"RB|minor|JJ|NN","fpa",0.022,0.35,0.104874434,2.073272429,6,1.55,1.9,6,6395,1279,"NN|VB"
"TUMBLE","fist",701.48275862069,721.37037037037,29,27,4,0,4,7.35,2.58,6,2374.67,"NN",NA,NA,NA,0.155087487,0.470813205,6,1.55,1.9,6,6395,1279,"NN|VB"
"TUMOR","bad",649.71875,665.870967741935,32,31,3,0,3,545.18,4.44,19,914,"JJ|NN|RB",NA,NA,NA,0.131398766,0.062206516,5.16,2.42,5,4,5087,1271.75,"NN"
"TUMOR","cancer",631.84375,691.451612903226,32,31,1,1,6,22.33,3.06,5,2895.6,"NN","synonym",0.351,0.74,0.189397001,9.660476305,5.16,2.42,5,4,5087,1271.75,"NN"
"TUNA","sandwich",701.233333333333,629.3125,30,32,2,1,8,21.92,3.05,0,1474.14,"NN|VB","fpa",0.081,0.18,0.187377171,11.62591782,4,8,2.61,2,4022,1340.67,"NN|JJ"
"TUNA","shot",602.78125,695.75,32,32,4,0,4,227.43,4.06,11,1131.33,"NN|VB",NA,NA,NA,0.094800558,0.06703736,4,8,2.61,2,4022,1340.67,"NN|JJ"
"TUNE","before",680.741935483871,616.6875,31,32,3,0,6,794.14,4.61,0,1838.2,"minor|RB|NN",NA,NA,NA,0.058048169,0.1328976,15.61,2.9,4,6,4870,1623.33,"NN|VB"
"TUNE","music",573.096774193548,642.733333333333,31,30,1,1,5,151.65,3.89,0,1453.5,"NN","synonym",0.311,0.75,0.130271748,0.512013555,15.61,2.9,4,6,4870,1623.33,"NN|VB"
"TUNNEL","elephant",629.333333333333,666.586206896552,30,29,4,0,8,11.37,2.76,0,2003.14,"NN",NA,NA,NA,0.054762607,0.046564363,6,17.88,2.96,1,6970,1394,"NN"
"TUNNEL","under",665.129032258065,690.967741935484,31,31,2,1,5,261.92,4.13,1,3094.75,"minor|RB|JJ","fpa",0.034,0.34,0.080208358,0.25046619,6,17.88,2.96,1,6970,1394,"NN"
"TUPPERWARE","criminal",802.625,793,32,31,3,0,8,34.47,3.25,0,2473.43,"JJ|NN",NA,NA,NA,0.016894037,0.716808882,NA,NA,10,NA,NA,NA,NA
"TUPPERWARE","plastic",657.65625,657.125,32,32,1,1,7,18.76,2.98,1,2480.33,"NN|JJ","perceptual property",0.288,0.09,0.014826649,8.494073564,NA,NA,10,NA,NA,NA,NA
"TURN","off",639.393939393939,775.551724137931,33,29,1,1,3,1179.51,4.78,2,301.5,"minor|NN|JJ|VB","fpa",0.117,0.51,0.156672399,0.267920589,306.47,4.19,4,5,2566,855.33,"VB|NN"
"TURN","say",602.806451612903,634.866666666667,31,30,3,0,3,1639.78,4.92,25,579.5,"VB|NN",NA,NA,NA,0.047897056,0.11659197,306.47,4.19,4,5,2566,855.33,"VB|NN"
"TURNIP","bitch",664.969696969697,789.689655172414,33,29,4,0,5,168.8,3.94,9,1137.25,"NN|VB",NA,NA,NA,0.080805688,0.11662498,6,1.73,1.95,0,4610,922,"NN"
"TURNIP","carrot",631.78125,659.40625,32,32,2,1,6,3.82,2.29,1,1678.8,"NN","category",0.021,0.22,0.136338453,65.89554855,6,1.73,1.95,0,4610,922,"NN"
"TUSK","elephant",677.193548387097,718.969696969697,31,33,1,1,8,11.37,2.76,0,2003.14,"NN","perceptual property",0.66,0.2,0.044166789,21.75594053,0.25,1.15,4,8,2433,811,"NN"
"TUSK","mold",741.666666666667,756.733333333333,30,30,3,0,4,4.29,2.34,12,863.67,"NN|VB",NA,NA,NA,0.05789331,0.286769203,0.25,1.15,4,8,2433,811,"NN"
"TUTU","april",649.566666666667,764.392857142857,30,28,3,0,5,20.65,3.02,0,1630.75,"NN",NA,NA,NA,0.080150252,0,0.69,1.56,4,0,2422,807.33,"NN"
"TUTU","ballet",772.15625,636.612903225806,32,31,1,1,6,10.25,2.72,6,2045.6,"NN","perceptual property",0.361,0.53,0.002759442,11.07551621,0.69,1.56,4,0,2422,807.33,"NN"
"TUXEDO","growth",863.633333333333,682.774193548387,30,31,3,0,6,6.45,2.52,0,982.6,"NN",NA,NA,NA,0.014707511,0.092349315,3.1,2.2,6,0,5927,1185.4,"NN"
"TUXEDO","prom",736.142857142857,624.961538461538,28,26,1,1,4,17.76,2.96,8,1568,"NN","script",0.291,0.03,0,3.960105893,3.1,2.2,6,0,5927,1185.4,"NN"
"TWICE","horse",667.258064516129,650.65625,31,32,3,0,5,92.88,3.68,6,1862,"NN|VB",NA,NA,NA,0.068095187,0.1042607,62.57,3.5,5,1,4504,1126,"RB|JJ"
"TWICE","once",588.354838709677,734.838709677419,31,31,1,1,4,344.88,4.25,0,2545.33,"RB|NN","category",0.264,0.52,0.32769155,0.992800621,62.57,3.5,5,1,4504,1126,"RB|JJ"
"TWIG","branch",724.322580645161,594.387096774194,31,31,1,1,6,10.08,2.71,2,2016.6,"NN|VB","synonym",0.392,0.32,0.225095524,2.211074007,1.35,1.85,4,4,1398,466,"NN|VB"
"TWIG","crack",701.125,730.151515151515,32,33,3,0,5,32.84,3.22,6,1578,"NN|VB",NA,NA,NA,0.093531533,0.020371814,1.35,1.85,4,4,1398,466,"NN|VB"
"TWILIGHT","being",594.46875,634.25,32,32,3,0,5,485.9,4.39,1,2995.5,"VB|NN",NA,NA,NA,0.083567587,0.080599759,3.06,2.2,8,0,6389,912.71,"NN"
"TWILIGHT","zone",660.366666666667,678.766666666667,30,30,1,1,4,20.12,3.01,8,2306.67,"NN","fpa",0.176,0.16,0.051757433,13.01240591,3.06,2.2,8,0,6389,912.71,"NN"
"TWIN","short",641.6,643.787878787879,30,33,3,0,5,85.63,3.64,7,1561.5,"JJ|NN|RB|VB",NA,NA,NA,0.075289818,0.181603559,10.43,2.73,4,3,7475,2491.67,"JJ|NN|VB"
"TWIN","sister",568.34375,698.290322580645,32,31,1,1,6,180.53,3.96,3,3715.8,"NN","supraordinate",0.203,0.39,0.172224927,1.473777354,10.43,2.73,4,3,7475,2491.67,"JJ|NN|VB"
"TWINKLE","excited",770.09375,648.34375,32,32,3,0,7,48.61,3.39,1,2121,"VB|JJ",NA,NA,NA,0.062052422,0.024346081,3.08,2.2,7,0,11314,1885.67,"NN|VB"
"TWINKLE","star",653.193548387097,680.290322580645,31,31,1,1,4,81.35,3.62,10,2802.33,"NN|VB","fpa",0.662,0.52,0.116162989,4.171170033,3.08,2.2,7,0,11314,1885.67,"NN|VB"
"TWIST","treat",700.133333333333,615.033333333333,30,30,3,0,5,51.88,3.42,2,3056.5,"VB|NN",NA,NA,NA,0.025829577,0.129572332,12.61,2.81,5,0,6904,1726,"NN|VB"
"TWIST","turn",625.59375,654.096774193548,32,31,1,1,4,306.47,4.19,5,855.33,"VB|NN","fpa",0.275,0.35,0.401457077,0.482624071,12.61,2.81,5,0,6904,1726,"NN|VB"
"TWISTER","concrete",742,739.137931034483,32,29,4,0,8,7.43,2.58,0,2794.86,"JJ|NN|VB",NA,NA,NA,0,0.020893338,7,1.55,1.9,2,17461,2910.17,"NN"
"TWISTER","movie",601.032258064516,724.677419354839,31,31,2,1,5,122.96,3.8,0,881.25,"NN","unclassified",0.162,0.03,0.061343356,0.475127209,7,1.55,1.9,2,17461,2910.17,"NN"
"TWO","precise",671.107142857143,771.733333333333,28,30,3,0,7,5.2,2.42,1,2160.67,"JJ",NA,NA,NA,0.114364465,1.195370784,1066.35,4.74,3,2,450,225,"minor|NN"
"TWO","three",613.935483870968,689.064516129032,31,31,1,1,5,542.24,4.44,1,1746.25,"minor|NN","fpa",0.322,0.75,0.695453875,0.212755269,1066.35,4.74,3,2,450,225,"minor|NN"
"TYPE","kind",724.34375,611.41935483871,32,31,1,1,4,590.69,4.48,8,3027.67,"NN","synonym",0.15,0.33,0.740694599,0.210299209,60.65,3.49,4,2,2479,826.33,"NN|VB"
"TYPE","swamp",836.133333333333,761.9375,30,32,3,0,5,8.98,2.66,3,670.75,"NN|VB",NA,NA,NA,0.025644187,0,60.65,3.49,4,2,2479,826.33,"NN|VB"
"TYPHOON","hurricane",652.375,653.533333333333,32,30,1,1,9,8.76,2.65,0,1868.63,"NN","synonym",0.175,0.08,0.160732863,12.20047362,1.47,1.88,7,0,8094,1349,"NN"
"TYPHOON","ship",646.833333333333,627.393939393939,30,33,3,0,4,98.88,3.7,8,969,"NN|VB",NA,NA,NA,0.057389747,0.058468766,1.47,1.88,7,0,8094,1349,"NN"
"TYPIST","france",705.833333333333,762.896551724138,30,29,3,0,6,27.06,3.14,5,2000.2,"NN",NA,NA,NA,0.136732025,0.074340622,NA,NA,6,NA,NA,NA,NA
"TYPIST","secretary",840,736.258064516129,29,31,1,1,9,33.22,3.23,0,1937.63,"NN","unclassified",0.39,0.51,0.053112161,0.898211445,NA,NA,6,NA,NA,NA,NA
"UMBRELLA","rain",573.0625,612,32,33,1,1,4,48.9,3.4,11,3641.33,"NN|VB","instrument",0.701,0.41,0.11028184,1.083744793,7.49,2.58,8,0,11545,1649.29,"NN"
"UMBRELLA","sorority",841.586206896552,773.88,29,25,3,0,8,1.88,1.99,0,2026.57,"NN",NA,NA,NA,0.127584048,0.135562812,7.49,2.58,8,0,11545,1649.29,"NN"
"UMPIRE","puke",724.892857142857,680.346153846154,28,26,4,0,4,6.25,2.51,7,439.33,"NN|VB",NA,NA,NA,0.051378252,0.019190565,6,1.06,1.74,1,7678,1535.6,"NN"
"UMPIRE","referee",776.935483870968,840.51724137931,31,29,2,1,7,3.59,2.26,0,2855.67,"NN","synonym",0.046,0.52,0.086216107,8.512596177,6,1.06,1.74,1,7678,1535.6,"NN"
"UNAWARE","aware",673.903225806452,639.233333333333,31,30,1,1,5,35.65,3.26,2,2099.25,"JJ|NN","antonym",0.24,0.46,0.04741199,1.206080758,2.35,2.08,7,0,11678,1946.33,"JJ|NN"
"UNAWARE","gold",581.548387096774,658.09375,31,32,3,0,4,78.94,3.61,11,662.67,"NN|JJ",NA,NA,NA,0.067559768,0.393899598,2.35,2.08,7,0,11678,1946.33,"JJ|NN"
"UNCLEAR","fog",669.290322580645,724.206896551724,31,29,2,1,3,9.45,2.68,10,548,"NN|VB","unclassified",0.109,0.03,0.019970051,0,7,1.47,1.88,1,12027,2004.5,"JJ"
"UNCLEAR","mind",650.15625,606.066666666667,32,30,4,0,4,484.61,4.39,13,3343,"NN|VB",NA,NA,NA,0.044576321,0.045103669,7,1.47,1.88,1,12027,2004.5,"JJ"
"UNCOMMON","cologne",783,843.148148148148,27,27,4,0,7,3.16,2.21,0,1377.5,"NN",NA,NA,NA,0.020312028,0,8,2.16,2.05,0,12894,1842,"JJ"
"UNCOMMON","weird",589.666666666667,781.161290322581,30,31,2,1,5,101.1,3.71,1,557.75,"JJ|NN","synonym",0.073,0.05,0.061614832,0.049951307,8,2.16,2.05,0,12894,1842,"JJ"
"UNCONSCIOUS","asleep",711.6,710.53125,30,32,1,1,6,49.82,3.41,0,1368.4,"RB|JJ","synonym",0.15,0.14,0.074002781,0.754368548,11.43,2.77,11,0,19701,1970.1,"JJ|NN"
"UNCONSCIOUS","live",589.909090909091,583.71875,33,32,3,0,4,344.59,4.24,11,1840.67,"VB",NA,NA,NA,0.119571545,0.033669923,11.43,2.77,11,0,19701,1970.1,"JJ|NN"
"UNCOOKED","gift",646.51724137931,697.129032258065,29,31,3,0,4,64.51,3.52,5,413.67,"NN",NA,NA,NA,0.008624562,0,NA,NA,8,NA,NA,NA,NA
"UNCOOKED","raw",623.818181818182,739.9,33,30,1,1,3,10.18,2.72,13,1668,"JJ|NN","synonym",0.717,0.12,0.008417901,10.11435969,NA,NA,8,NA,NA,NA,NA
"UNDECIDED","unknown",652.137931034483,793.806451612903,29,31,2,1,7,15.18,2.89,0,649.17,"JJ|NN","unclassified",0.048,0.13,0,0.366413109,9,0.35,1.28,0,16437,2054.63,"JJ"
"UNDECIDED","vacation",653.727272727273,669.65625,33,32,4,0,8,32.8,3.22,1,2830.86,"NN|VB",NA,NA,NA,0.061625037,0.043389519,9,0.35,1.28,0,16437,2054.63,"JJ"
"UNDER","australia",956.774193548387,727.870967741935,31,31,2,1,9,8.43,2.63,0,2153.88,"NN","unclassified",0.014,0.09,0.133918477,0.051091864,5,261.92,4.13,1,12379,3094.75,"minor|RB|JJ"
"UNDER","cabin",806.58064516129,700.703703703704,31,27,4,0,5,19.65,3,0,2580,"NN",NA,NA,NA,0.007537199,0.062575905,5,261.92,4.13,1,12379,3094.75,"minor|RB|JJ"
"UNDERGROUND","guard",681.625,640.21875,32,32,4,0,5,58.2,3.47,0,1101.75,"NN|VB",NA,NA,NA,0.056271474,0.039893468,11,12.02,2.79,0,20869,2086.9,"NN"
"UNDERGROUND","music",560.3125,682.272727272727,32,33,2,1,5,151.65,3.89,0,1453.5,"NN","fpa",0.027,0.03,0.080295381,0.267448669,11,12.02,2.79,0,20869,2086.9,"NN"
"UNDERSTAND","knit",931.6,815.483870967742,25,31,4,0,4,1.9,1.99,2,1266.67,"VB",NA,NA,NA,0,0,10,482.45,4.39,0,24535,2726.11,"VB"
"UNDERSTANDING","journey",633.967741935484,723.354838709677,31,31,4,0,7,19.94,3.01,1,1026.17,"NN|VB",NA,NA,NA,0.104949103,0.036101707,13,21.9,3.05,0,37226,3102.17,"NN|VB|JJ"
"UNDERSTANDING","sympathetic",825.166666666667,845.645161290323,30,31,2,1,11,3.8,2.29,0,1802.1,"JJ","synonym",0.053,0.11,0.069130333,0.276689368,13,21.9,3.05,0,37226,3102.17,"NN|VB|JJ"
"UNDERWEAR","bra",664.848484848485,608.3,33,30,1,1,3,10.92,2.75,2,1842.5,"NN","supraordinate",0.209,0.33,0.063887656,10.10457315,21.67,3.04,9,0,17715,2214.38,"NN"
"UNDERWEAR","girl",573.46875,662.875,32,32,3,0,4,557.12,4.45,2,556.67,"NN",NA,NA,NA,0.048235258,0.027028507,21.67,3.04,9,0,17715,2214.38,"NN"
"UNEQUAL","cabinet",674.65625,636.966666666667,32,30,4,0,7,8.33,2.63,0,2324.83,"NN",NA,NA,NA,0.106849879,0.031753914,7,0.2,1.04,0,8287,1381.17,"JJ"
"UNEQUAL","unfair",579.46875,695.40625,32,32,2,1,6,9.84,2.7,0,869.2,"JJ|NN","unclassified",0.053,0.2,0.051218622,2.096562644,7,0.2,1.04,0,8287,1381.17,"JJ"
"UNEVEN","crooked",722.62962962963,718.518518518518,27,27,1,1,7,5.69,2.46,4,1579.5,"JJ","synonym",0.143,0.28,0.04054135,0.421532735,0.76,1.6,6,0,10326,2065.2,"JJ"
"UNEVEN","legs",544.096774193548,688.181818181818,31,33,3,0,4,55.59,3.45,8,1374.33,"NN|VB",NA,NA,NA,0.016889071,0,0.76,1.6,6,0,10326,2065.2,"JJ"
"UNHAPPY","knee",767.033333333333,666.966666666667,30,30,4,0,4,14.69,2.88,1,1083.33,"NN|VB",NA,NA,NA,0.037580942,0.034206553,7,16.53,2.93,0,4562,760.33,"JJ"
"UNHAPPY","worry",643.96875,637.40625,32,32,2,1,5,287.02,4.17,3,1076,"VB|NN","category",0.021,0.45,0.343818302,0.218103162,7,16.53,2.93,0,4562,760.33,"JJ"
"UNIFORM","nurse",551.8125,663.58064516129,32,31,1,1,5,44.98,3.36,3,1281.25,"NN|VB","bpa",0.119,0.16,0.110301884,0.560507571,24.82,3.1,7,0,7802,1300.33,"NN|JJ"
"UNIFORM","shop",560.28125,708.862068965517,32,29,3,0,4,53.55,3.44,9,1080,"NN|VB",NA,NA,NA,0.122810753,0.061385735,24.82,3.1,7,0,7802,1300.33,"NN|JJ"
"UNIQUE","gas",690.741935483871,595.833333333333,31,30,4,0,3,67.78,3.54,8,1033,"NN",NA,NA,NA,0.043301327,0.046602124,6,13.65,2.84,0,4350,870,"JJ|NN"
"UNIQUE","odd",686.642857142857,660.566666666667,28,30,2,1,3,24.04,3.09,3,370.5,"JJ","synonym",0.034,0.16,0.115033223,0.108079181,6,13.65,2.84,0,4350,870,"JJ|NN"
"UNIT","part",748.612903225806,607.733333333333,31,30,2,1,4,261.51,4.13,14,1688.67,"NN|VB","synonym",0.041,0.25,0.36813455,0.076392993,4,36.18,3.27,1,5549,1849.67,"NN"
"UNIT","shirt",670.066666666667,649.875,30,32,4,0,5,46.37,3.37,5,1048.25,"NN",NA,NA,NA,0.011768375,0,4,36.18,3.27,1,5549,1849.67,"NN"
"UNITED","amount",738.931034482759,647.387096774194,29,31,3,0,6,24.75,3.1,0,1691.6,"NN|VB",NA,NA,NA,0.080672496,0.069710934,50.27,3.41,6,0,14429,2885.8,"JJ|VB|NN"
"UNITED","states",646.5625,748.769230769231,32,26,1,1,6,54.1,3.44,6,3701.4,"NN|VB","fpa",0.5,0.96,0.011837501,1.403950193,50.27,3.41,6,0,14429,2885.8,"JJ|VB|NN"
"UNIVERSITY","descend",815.892857142857,828.84375,28,32,4,0,7,1.92,2,1,2529.5,"VB",NA,NA,NA,0.144139829,0.082985205,10,23.59,3.08,0,18354,2039.33,"NN"
"UNIVERSITY","learn",631.28125,688.586206896552,32,29,2,1,5,118.57,3.78,1,2167.25,"VB","unclassified",0.047,0.12,0.084007565,0.131642609,10,23.59,3.08,0,18354,2039.33,"NN"
"UNJUST","poor",618.064516129032,619.333333333333,31,30,3,0,4,129.08,3.82,8,1585,"JJ",NA,NA,NA,0.036113482,0.071134954,1.16,1.78,6,0,7119,1423.8,"JJ|NN"
"UNJUST","unfair",683.741935483871,771.466666666667,31,30,1,1,6,9.84,2.7,0,869.2,"JJ|NN","synonym",0.24,0.38,0.19583279,7.65711959,1.16,1.78,6,0,7119,1423.8,"JJ|NN"
"UNLOAD","load",599.25,744.451612903226,32,31,1,1,4,29.22,3.17,9,980,"NN|VB","antonym",0.193,0.28,0.215790572,14.97341177,4.61,2.37,6,0,4918,983.6,"VB|NN"
"UNLOAD","rich",670.03125,586.290322580645,32,31,3,0,4,80.39,3.61,2,2227.67,"JJ|NN",NA,NA,NA,0.026835036,0.105372116,4.61,2.37,6,0,4918,983.6,"VB|NN"
"UNNATURAL","fake",630.53125,633.25,32,32,1,1,4,36.33,3.27,15,552.33,"JJ|NN|VB","synonym",0.224,0.04,0.019721433,0.145101027,2.75,2.15,9,0,16095,2011.88,"JJ"
"UNNATURAL","harvest",676.8,673.0625,30,32,3,0,7,3.82,2.29,1,2380.33,"NN|VB",NA,NA,NA,0.043465311,0.059798598,2.75,2.15,9,0,16095,2011.88,"JJ"
"UNSEEN","hidden",628.6,658.387096774194,30,31,1,1,6,21.27,3.04,1,1711,"VB|JJ","synonym",0.138,0.39,0,0.630505449,2.16,2.05,6,0,10427,2085.4,"JJ"
"UNSEEN","sleep",623.25,654.454545454545,32,33,3,0,5,227.94,4.07,6,1347.5,"VB|NN",NA,NA,NA,0.139212651,0.038604606,2.16,2.05,6,0,10427,2085.4,"JJ"
"UNSOLVED","behind",744.068965517241,663.133333333333,29,30,4,0,6,187.86,3.98,0,2146.8,"minor|NN",NA,NA,NA,0.06525852,0.019836687,8,2.08,2.03,0,12283,1754.71,"JJ"
"UNSOLVED","questions",645.709677419355,633.41935483871,31,31,2,1,9,117.96,3.78,0,2843.25,"NN|VB","fpa",0.013,0.09,0.015178283,0.844550281,8,2.08,2.03,0,12283,1754.71,"JJ"
"UNSURE","increase",700.5,724.40625,30,32,4,0,8,8.55,2.64,0,2706.29,"NN",NA,NA,NA,0.039929056,0.142933538,6,1.02,1.72,2,10466,2093.2,"JJ"
"UNSURE","maybe",605.806451612903,738.645161290323,31,31,2,1,5,926.45,4.67,0,751.75,"RB|NN","unclassified",0.032,0.13,0.07756915,0.19365096,6,1.02,1.72,2,10466,2093.2,"JJ"
"UNTRUE","brave",631.633333333333,585.75,30,28,3,0,5,31.71,3.21,5,1492.25,"JJ",NA,NA,NA,0.003854717,0.546957385,1.45,1.88,6,0,7627,1525.4,"JJ"
"UNTRUE","FALSE",669.40625,689.866666666667,32,30,1,1,5,21.14,3.03,0,1484.5,"JJ","synonym",0.503,0.48,0.091248963,1.265116028,1.45,1.88,6,0,7627,1525.4,"JJ"
"UNTRUTHFUL","private",693.064516129032,620.677419354839,31,31,4,0,7,75.96,3.59,1,2355.67,"JJ|NN|RB",NA,NA,NA,0.191365603,0.031521552,10,0.1,0.78,0,10956,1217.33,"JJ"
"UNTRUTHFUL","truth",588.870967741935,612.875,31,32,2,1,5,192.18,3.99,0,1154.25,"NN","unclassified",0.046,NA,0.089650276,0,10,0.1,0.78,0,10956,1217.33,"JJ"
"UNUSUAL","irregular",753.857142857143,725.133333333333,28,30,2,1,9,2.53,2.11,0,1596.75,"JJ","synonym",0.014,0.23,0.186751529,0.250406911,7,23.73,3.08,0,7954,1325.67,"JJ"
"UNUSUAL","south",640.909090909091,640.233333333333,22,30,4,0,5,64.47,3.52,3,1180.5,"NN|RB|JJ",NA,NA,NA,0.00779185,0,7,23.73,3.08,0,7954,1325.67,"JJ"
"UP","elevator",603.774193548387,654.193548387097,31,31,2,1,8,24.41,3.1,0,2056.86,"NN","functional property",0.027,0.35,0.095211814,0.192255774,2,3670,5.27,1,403,403,"minor|VB|JJ|RB"
"UP","rent",688.34375,708.258064516129,32,31,4,0,4,34.55,3.25,15,3792,"NN|VB",NA,NA,NA,0.096620944,0.023207358,2,3670,5.27,1,403,403,"minor|VB|JJ|RB"
"UPDATE","news",569,656.566666666667,32,30,1,1,4,164.69,3.92,4,898.67,"NN","unclassified",0.311,0.02,0.03485212,0.972234092,4.94,2.4,6,0,9525,1905,"VB"
"UPDATE","understand",715.533333333333,688.21875,30,32,3,0,10,482.45,4.39,0,2726.11,"VB",NA,NA,NA,0.028870654,0.282350682,4.94,2.4,6,0,9525,1905,"VB"
"UPSTAIRS","above",615.28125,570.241379310345,32,29,2,1,5,48.88,3.4,1,1053,"minor|JJ|NN","unclassified",0.02,0.15,0.077722523,0.141122265,8,70.73,3.56,0,9348,1335.43,"NN"
"UPSTAIRS","experiment",692.75,722.625,32,32,4,0,10,16.2,2.92,0,2326.89,"NN",NA,NA,NA,0.098515687,0.044188355,8,70.73,3.56,0,9348,1335.43,"NN"
"UPSTREAM","murderer",780.096774193548,812.615384615385,31,26,4,0,8,26.57,3.13,1,3115,"NN",NA,NA,NA,0.072581605,0.041920865,8,1,1.72,0,13264,1894.86,"RB|JJ"
"UPSTREAM","water",646.375,558.516129032258,32,31,2,1,5,225.06,4.06,6,3850.5,"NN|VB","unclassified",0.034,0.3,0.094331626,0.63765521,8,1,1.72,0,13264,1894.86,"RB|JJ"
"UPTIGHT","patience",746.90625,766.1,32,30,3,0,8,15.37,2.89,0,2593.57,"NN",NA,NA,NA,0.05959132,0.009864548,4.04,2.32,7,1,7172,1195.33,"JJ"
"UPTIGHT","tense",616.866666666667,654.466666666667,30,30,1,1,5,10.24,2.72,4,3024.5,"JJ|NN|VB","synonym",0.124,0.18,0.016687281,0,4.04,2.32,7,1,7172,1195.33,"JJ"
"URGE","bible",732.275862068965,664.034482758621,29,29,4,0,5,18.33,2.97,0,1401.5,"NN",NA,NA,NA,0.092998743,0.301263176,4,6.65,2.53,0,2869,956.33,"VB|NN"
"URGE","want",579.15625,601.125,32,32,2,1,4,2759.18,5.15,12,2388.33,"VB|NN","unclassified",0.034,0.24,0.148182554,0.14852513,4,6.65,2.53,0,2869,956.33,"VB|NN"
"USA","america",663.4375,618.58064516129,32,31,1,1,7,77.92,3.6,0,2636.17,"NN","synonym",0.223,0.2,0.021193941,0.639904509,NA,NA,3,NA,NA,NA,NA
"USA","room",580.4,680.03125,30,32,3,0,4,439.51,4.35,8,1428.67,"NN|VB",NA,NA,NA,0.014635617,0.036220492,NA,NA,3,NA,NA,NA,NA
"USE","abuse",694.366666666667,627.741935483871,30,31,1,1,5,10.25,2.72,2,1255.75,"VB","fpa",0.192,0.2,0.178732674,0.102205782,343.84,4.24,3,0,3497,1748.5,"VB"
"USE","explode",741.285714285714,676.133333333333,28,30,3,0,7,9.78,2.7,1,1027.33,"VB|NN",NA,NA,NA,0.020696815,0.124307133,343.84,4.24,3,0,3497,1748.5,"VB"
"USUAL","steel",724.4,750.892857142857,30,28,3,0,5,18.45,2.97,4,2641,"NN|VB",NA,NA,NA,0.097699138,0.039326833,37.24,3.28,5,0,5827,1456.75,"JJ|NN"
"USUAL","unusual",762.733333333333,749.96875,30,32,1,1,7,23.73,3.08,0,1325.67,"JJ","antonym",0.171,0.38,0.231826401,0.274913485,37.24,3.28,5,0,5827,1456.75,"JJ|NN"
"VACANCY","believe",616.483870967742,689.870967741935,31,31,3,0,7,625.14,4.5,1,1495.67,"VB",NA,NA,NA,0.068117672,0.068129624,0.88,1.66,7,0,8801,1466.83,"NN"
"VACANCY","empty",576.333333333333,742.181818181818,30,33,1,1,5,47.24,3.38,0,738.5,"JJ|VB|NN","synonym",0.278,0.12,0.069281926,0.129354474,0.88,1.66,7,0,8801,1466.83,"NN"
"VACATE","leave",617.21875,611.454545454545,32,33,1,1,5,560.71,4.46,3,1878.75,"VB|NN","synonym",0.633,0.15,0.065970434,0.171524699,1.1,1.76,6,0,12320,2464,"VB"
"VACATE","mind",607.65625,736.212121212121,32,33,3,0,4,484.61,4.39,13,3343,"NN|VB",NA,NA,NA,0.012962301,0,1.1,1.76,6,0,12320,2464,"VB"
"VACUUM","cleaner",610.454545454545,706.516129032258,33,31,1,1,7,6.92,2.55,3,2955,"JJ|NN","fpa",0.222,0.59,0.09949734,4.808808956,5.76,2.47,6,0,3232,646.4,"NN|VB"
"VACUUM","exit",647.65625,631.935483870968,32,31,3,0,4,15.57,2.9,2,975.33,"NN|VB",NA,NA,NA,0.047381575,0,5.76,2.47,6,0,3232,646.4,"NN|VB"
"VAIN","conceited",714.758620689655,808.296296296296,29,27,1,1,9,NA,NA,NA,NA,NA,"synonym",0.107,0.18,0,5.495260338,6.51,2.52,4,9,8291,2763.67,"JJ|RB"
"VAIN","deep",606.878787878788,731.2,33,30,3,0,4,76.39,3.59,9,1381.67,"JJ|NN",NA,NA,NA,0.080213586,0.083894957,6.51,2.52,4,9,8291,2763.67,"JJ|RB"
"VALENTINE","addition",713.242424242424,808.833333333333,33,30,4,0,8,7.75,2.6,1,2457.43,"NN",NA,NA,NA,0.068722344,0.085633118,9,15.06,2.89,0,27738,3467.25,"NN"
